data;date;place;place2;latitude;longitude
#gempa dirasakan magnitudo: 3.1, kedalaman: 10 km, 03 jan 2023 17:29:32 wib, koordinat: 2.52 ls-140.72 bt (pusat gempa berada di darat 13 km timurlaut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.52;140.72
"#gempa mag:3.4, 03-jan-2023 17:39:05wib, lok:3.73ls, 133.44bt (74 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;kaimana;papuabrt;-3.73;133.44
#gempa (update) mag:3.7, 03-jan-23 17:24:44 wib, lok:2.38 ls, 140.76 bt (pusat gempa berada di laut 26 km timurlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-01-03;jayapura;;-2.38;140.76
#gempa dirasakan magnitudo: 3.7, kedalaman: 10 km, 03 jan 2023 17:24:44 wib, koordinat: 2.38 ls-140.76 bt (pusat gempa berada di laut 26 km timurlaut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.38;140.76
"#gempa mag:3.5, 03-jan-2023 17:29:30wib, lok:2.41ls, 140.78bt (103 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.41;140.78
"#gempa mag:3.7, 03-jan-2023 17:24:45wib, lok:2.40ls, 140.77bt (105 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.40;140.77
#gempa (update) mag:4.3, 03-jan-23 16:54:04 wib, lok:2.44 ls, 140.74 bt (pusat gempa berada di laut 20 km timurlaut jayapura), kedlmn:10 km dirasakan (mmi) iii kota jayapura #bmkg;2022-01-03;jayapura;;-2.44;140.74
#gempa dirasakan magnitudo: 4.3, kedalaman: 10 km, 03 jan 2023 16:54:04 wib, koordinat: 2.44 ls-140.74 bt (pusat gempa berada di laut 20 km timurlaut jayapura) #bmkg;2022-01-03;jayapura;;-2.44;140.74
#gempa (update) mag:3.7, 03-jan-23 16:50:42 wib, lok:2.45 ls, 140.74 bt (pusat gempa berada di laut 19 km timurlaut kota jayapura), kedlmn:9 km dirasakan (mmi) ii-iii kota jayapura #bmkg;2022-01-03;jayapura;;-2.45;140.74
#gempa dirasakan magnitudo: 3.7, kedalaman: 9 km, 03 jan 2023 16:50:42 wib, koordinat: 2.45 ls-140.74 bt (pusat gempa berada di laut 19 km timurlaut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.45;140.74
"#gempa mag:3.5, 03-jan-2023 16:50:43wib, lok:2.53ls, 140.71bt (90 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.53;140.71
#gempa (update) mag:3.4, 03-jan-23 16:34:47 wib, lok:2.45 ls, 140.73 bt (pusat gempa berada di laut 18 km timurlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-01-03;jayapura;;-2.45;140.73
#gempa dirasakan magnitudo: 3.4, kedalaman: 10 km, 03 jan 2023 16:34:47 wib, koordinat: 2.45 ls-140.73 bt (pusat gempa berada di laut 18 km timurlaut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.45;140.73
"#gempa mag:3.5, 03-jan-2023 16:41:46wib, lok:3.77ls, 133.46bt (75 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;kaimana;papuabrt;-3.77;133.46
#gempa (update) mag:5.0, 03-jan-23 16:32:26 wib, lok:3.67 ls, 133.46 bt (pusat gempa berada di laut 68 km baratdaya kaimana), kedlmn:10 km dirasakan (mmi) ii - iii kaimana #bmkg;2022-01-03;kaimana;;-3.67;133.46
#gempa dirasakan magnitudo: 5.0, kedalaman: 10 km, 03 jan 2023 16:32:26 wib, koordinat: 3.67 ls-133.46 bt (pusat gempa berada di laut 68 km baratdaya kaimana) #bmkg;2022-01-03;kaimana;;-3.67;133.46
#gempa mag:5.0, 03-jan-23 16:32:26 wib, lok:3.67 ls,133.46 bt (68 km baratdaya kaimana-papuabrt), kedlmn:10 km, tdk berpotensi tsunami #bmkg;2022-01-03;kaimana;papuabrt;-3.67;133.46
#gempa magnitudo: 5.0, kedalaman: 10 km, 03 jan 2023 16:32:26 wib, koordinat: 3.67 ls-133.46 bt (68 km baratdaya kaimana-papuabrt), tidak berpotensi tsunami #bmkg;2022-01-03;kaimana;papuabrt;-3.67;133.46
"#gempa mag:5.1, 03-jan-2023 16:32:26wib, lok:3.73ls, 133.44bt (74 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;kaimana;papuabrt;-3.73;133.44
#gempa (update) mag:3.4, 03-jan-23 16:07:52 wib, lok:2.49 ls, 140.80 bt (pusat gempa berada di laut 23 timurlaut kota jayapura), kedlmn:7 km dirasakan (mmi) ii kota jayapura #bmkg;2022-01-03;jayapura;;-2.49;140.80
#gempa dirasakan magnitudo: 3.4, kedalaman: 7 km, 03 jan 2023 16:07:52 wib, koordinat: 2.49 ls-140.80 bt (pusat gempa berada di laut 23 timurlaut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.49;140.80
"#gempa mag:3.3, 03-jan-2023 14:59:36wib, lok:2.41ls, 139.04bt (19 km baratlaut sarmi-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;sarmi;papua;-2.41;139.04
"#gempa mag:3.0, 03-jan-2023 14:34:15wib, lok:2.35ls, 139.14bt (14 km baratlaut sarmi-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;sarmi;papua;-2.35;139.14
"#gempa mag:3.3, 03-jan-2023 10:58:22wib, lok:2.41ls, 140.71bt (104 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.41;140.71
#gempa (update) mag:3.8, 03-jan-23 10:41:14 wib, lok:2.35 ls, 140.74 bt (pusat gempa berada di laut 28 km timurlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-01-03;jayapura;;-2.35;140.74
#gempa dirasakan magnitudo: 3.8, kedalaman: 10 km, 03 jan 2023 10:41:14 wib, koordinat: 2.35 ls-140.74 bt (pusat gempa berada di laut 28 km timurlaut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.35;140.74
#gempa (update) mag:4.1, 03-jan-23 10:28:42 wib, lok:2.41 ls, 140.74 bt (pusat gempa berada di laut 22 km timurlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii - iii kota jayapura #bmkg;2022-01-03;jayapura;;-2.41;140.74
#gempa dirasakan magnitudo: 4.1, kedalaman: 10 km, 03 jan 2023 10:28:42 wib, koordinat: 2.41 ls-140.74 bt (pusat gempa berada di laut 22 km timurlaut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.41;140.74
"#gempa mag:3.6, 03-jan-2023 10:41:15wib, lok:2.45ls, 140.74bt (99 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.45;140.74
"#gempa mag:4.7, 03-jan-2023 08:07:29wib, lok:3.62lu, 124.93bt (62 km baratlaut tahuna-kep.sangihe-sulut), kedlmn:260 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;sangihe;sulut;3.62;124.93
#gempa dirasakan magnitudo: 4.9, kedalaman: 29 km, 03 jan 2023 06:55:20 wib, koordinat: 8.14 ls-107.88 bt (pusat gempa berada di laut 83 km baratdaya pangandaran) #bmkg;2022-01-03;pangandaran;;-8.14;107.88
#gempa (update) mag:4.0, 03-jan-23 05:40:00 wib, lok:2.47 ls, 140.68 bt (pusat gempa berada di laut 13 km timur laut kota jayapura), kedlmn:8 km dirasakan (mmi) ii-iii kota jayapura #bmkg;2022-01-03;jayapura;;-2.47;140.68
#gempa dirasakan magnitudo: 4.0, kedalaman: 8 km, 03 jan 2023 05:40:00 wib, koordinat: 2.47 ls-140.68 bt (pusat gempa berada di laut 13 km timur laut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.47;140.68
"#gempa mag:4.8, 03-jan-2023 06:55:19wib, lok:8.14ls, 107.90bt (82 km baratdaya kab-pangandaran-jabar), kedlmn:17 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;pangandaran;jabar;-8.14;107.90
"#gempa mag:5.3, 03-jan-2023 05:09:44wib, lok:7.95lu, 127.03bt (440 km timurlaut melonguane-sulut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;melonguane;sulut;7.95;127.03
#gempa (update) mag:4.3, 03-jan-23 04:39:23 wib, lok:5.49 lu, 96.98 bt (pusat gempa berada di laut 37 km barat laut kota lhokseumawe), kedlmn:2 km dirasakan (mmi) ii - iii aceh utara #bmkg;2022-01-03;lhokseumawe;;5.49;96.98
#gempa dirasakan magnitudo: 4.3, kedalaman: 2 km, 03 jan 2023 04:39:23 wib, koordinat: 5.49 lu-96.98 bt (pusat gempa berada di laut 37 km barat laut kota lhokseumawe) #bmkg;2022-01-03;lhokseumawe;;5.49;96.98
#gempa (update) mag:3.6, 03-jan-23 04:32:54 wib, lok:2.54 ls, 140.69 bt (pusat gempa berada di darat 9 km timur laut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-01-03;jayapura;;-2.54;140.69
#gempa dirasakan magnitudo: 3.6, kedalaman: 10 km, 03 jan 2023 04:32:54 wib, koordinat: 2.54 ls-140.69 bt (pusat gempa berada di darat 9 km timur laut kota jayapura) #bmkg;2022-01-03;jayapura;;-2.54;140.69
"#gempa mag:4.2, 03-jan-2023 04:39:23wib, lok:5.42lu, 97.00bt (29 km baratlaut kota-lhokseumawe-aceh), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;lhokseumawe;aceh;5.42;97.00
"#gempa mag:2.8, 03-jan-2023 04:34:26wib, lok:8.94ls, 114.47bt (67 km baratdaya jembrana-bali), kedlmn:81 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;jembrana;bali;-8.94;114.47
"#gempa mag:3.5, 03-jan-2023 04:32:53wib, lok:2.48ls, 140.74bt (96 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.48;140.74
"#gempa mag:4.1, 03-jan-2023 04:05:36wib, lok:3.66lu, 127.11bt (61 km tenggara melonguane-sulut), kedlmn:32 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;melonguane;sulut;3.66;127.11
"#gempa mag:4.2, 03-jan-2023 03:22:52wib, lok:1.14lu, 122.74bt (41 km baratlaut gorontaloutara-gorontalo), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;gorontaloutara;gorontalo;1.14;122.74
"#gempa mag:2.8, 03-jan-2023 02:34:50wib, lok:2.56ls, 140.78bt (87 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.56;140.78
"#gempa mag:2.5, 03-jan-2023 02:14:30wib, lok:2.48ls, 140.67bt (96 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.48;140.67
"#gempa mag:2.5, 03-jan-2023 02:09:37wib, lok:2.52ls, 140.70bt (91 km baratlaut keerom-papua), kedlmn:16 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.52;140.70
"#gempa mag:2.4, 03-jan-2023 02:06:40wib, lok:2.53ls, 140.70bt (90 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.53;140.70
"#gempa mag:2.0, 03-jan-2023 02:02:58wib, lok:4.57lu, 96.45bt (40 km timurlaut kab-naganraya-aceh), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;naganraya;aceh;4.57;96.45
"#gempa mag:3.3, 03-jan-2023 01:42:08wib, lok:3.06lu, 127.37bt (129 km tenggara melonguane-sulut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;melonguane;sulut;3.06;127.37
"#gempa mag:2.1, 03-jan-2023 01:31:58wib, lok:2.32ls, 140.82bt (114 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.32;140.82
"#gempa mag:2.2, 03-jan-2023 00:51:37wib, lok:2.48ls, 140.75bt (96 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-03;keerom;papua;-2.48;140.75
"#gempa mag:2.8, 02-jan-2023 23:58:45wib, lok:1.25lu, 122.69bt (54 km baratlaut gorontaloutara-gorontalo), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;gorontaloutara;gorontalo;1.25;122.69
"#gempa mag:4.1, 02-jan-2023 23:49:51wib, lok:8.66ls, 112.59bt (58 km tenggara kab-malang-jatim), kedlmn:88 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;malang;jatim;-8.66;112.59
"#gempa mag:2.7, 02-jan-2023 23:35:55wib, lok:2.44ls, 140.78bt (100 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.44;140.78
"#gempa mag:4.4, 02-jan-2023 23:07:29wib, lok:7.32ls, 125.41bt (144 km timurlaut alor-ntt), kedlmn:511 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;alor;ntt;-7.32;125.41
"#gempa mag:2.2, 02-jan-2023 22:42:34wib, lok:2.33ls, 140.80bt (112 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.33;140.80
"#gempa mag:1.7, 02-jan-2023 22:33:23wib, lok:6.80ls, 107.08bt (6 km baratlaut kab-cianjur-jabar), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;cianjur;jabar;-6.80;107.08
"#gempa mag:2.3, 02-jan-2023 22:29:02wib, lok:2.37ls, 140.75bt (108 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.37;140.75
"#gempa mag:2.8, 02-jan-2023 22:17:08wib, lok:2.43ls, 140.71bt (101 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.43;140.71
"#gempa mag:2.3, 02-jan-2023 20:15:54wib, lok:2.43ls, 140.75bt (101 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.43;140.75
#gempa (update) mag:4.9, 02-jan-23 17:40:02 wib, lok:5.41 lu, 96.99 bt (pusat gempa berada di laut 29 km barat laut kota lhoksemauwe), kedlmn:10 km dirasakan (mmi) iii lhokseumawe, ii - iii aceh utara #bmkg;2022-01-02;lhoksemauwe;;5.41;96.99
#gempa (update) mag:4.9, 02-jan-23 17:40:02 wib, lok:5.41 lu, 96.99 bt (pusat gempa berada di laut 29 km barat laut kota lhoksemauwe), kedlmn:10 km dirasakan (mmi) iii lhokseumawe #bmkg;2022-01-02;lhoksemauwe;;5.41;96.99
"#gempa mag:2.7, 02-jan-2023 17:52:55wib, lok:2.35ls, 140.77bt (110 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.35;140.77
#gempa dirasakan magnitudo: 4.9, kedalaman: 10 km, 02 jan 2023 17:40:02 wib, koordinat: 5.41 lu-96.99 bt (pusat gempa berada di laut 29 km barat laut kota lhoksemauwe) #bmkg;2022-01-02;lhoksemauwe;;5.41;96.99
"#gempa mag:4.9, 02-jan-2023 17:40:00wib, lok:5.51lu, 97.00bt (38 km baratlaut kota-lhokseumawe-aceh), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;lhokseumawe;aceh;5.51;97.00
"#gempa mag:3.7, 02-jan-2023 17:30:52wib, lok:7.92ls, 107.32bt (100 km baratdaya kab-garut-jabar), kedlmn:26 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;garut;jabar;-7.92;107.32
"#gempa mag:3.0, 02-jan-2023 16:25:11wib, lok:2.18ls, 140.89bt (130 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.18;140.89
#gempa (update) mag:2.4, 02-jan-23 11:06:55 wib, lok:6.81 ls, 107.10 bt (pusat gempa berada di darat 4 km barat laut kab. cianjur), kedlmn:10 km dirasakan (mmi) ii-iii pacet, ii-iii ciseupan, ii-iii kota cianjur #bmkg;2022-01-02;cianjur;;-6.81;107.10
#gempa dirasakan magnitudo: 2.4, kedalaman: 10 km, 02 jan 2023 11:06:55 wib, koordinat: 6.81 ls-107.10 bt (pusat gempa berada di darat 4 km barat laut kab. cianjur) #bmkg;2022-01-02;cianjur;;-6.81;107.10
"#gempa mag:2.4, 02-jan-2023 11:06:55wib, lok:6.81ls, 107.10bt (4 km baratlaut kab-cianjur-jabar), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;cianjur;jabar;-6.81;107.10
"#gempa mag:3.3, 02-jan-2023 07:46:54wib, lok:2.44ls, 140.65bt (101 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.44;140.65
"#gempa mag:2.2, 02-jan-2023 07:06:39wib, lok:6.81ls, 107.11bt (3 km baratlaut kab-cianjur-jabar), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;cianjur;jabar;-6.81;107.11
"#gempa mag:3.7, 02-jan-2023 06:59:31wib, lok:2.53ls, 140.71bt (90 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.53;140.71
"#gempa mag:3.3, 02-jan-2023 03:14:31wib, lok:2.07lu, 98.91bt (8 km baratlaut tapanuliutara-sumut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;tapanuliutara;sumut;2.07;98.91
"#gempa mag:3.1, 02-jan-2023 02:46:23wib, lok:2.04lu, 98.89bt (8 km baratlaut tapanuliutara-sumut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;tapanuliutara;sumut;2.04;98.89
"#gempa mag:2.7, 02-jan-2023 02:40:27wib, lok:2.04lu, 98.84bt (13 km baratlaut tapanuliutara-sumut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;tapanuliutara;sumut;2.04;98.84
"#gempa mag:2.8, 02-jan-2023 02:36:10wib, lok:0.23ls, 123.20bt (85 km tenggara bonebolango-gorontalo), kedlmn:31 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;bonebolango;gorontalo;-0.23;123.20
"#gempa mag:3.9, 02-jan-2023 02:34:55wib, lok:3.26ls, 131.11bt (71 km tenggara serambagiantimur-maluku), kedlmn:16 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;serambagiantimur;maluku;-3.26;131.11
"#gempa mag:3.0, 02-jan-2023 02:06:57wib, lok:2.49ls, 140.70bt (95 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.49;140.70
"#gempa mag:3.6, 02-jan-2023 02:03:03wib, lok:2.23lu, 128.30bt (20 km timurlaut daruba-malut), kedlmn:154 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;daruba;malut;2.23;128.30
#gempa (update) mag:4.9, 02-jan-23 01:24:33 wib, lok:2.53 ls, 140.74 bt (pusat gempa berada di darat 14 km timur laut kota jayapura), kedlmn:10 km dirasakan (mmi) iv kota jayapura, iv kabupaten jayapura #bmkg;2022-01-02;jayapura;;-2.53;140.74
#gempa dirasakan magnitudo: 4.9, kedalaman: 10 km, 02 jan 2023 01:24:33 wib, koordinat: 2.53 ls-140.74 bt (pusat gempa berada di darat 14 km timur laut kota jayapura) #bmkg;2022-01-02;jayapura;;-2.53;140.74
"#gempa mag:3.5, 02-jan-2023 01:51:00wib, lok:2.97lu, 127.54bt (132 km baratlaut daruba-malut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;daruba;malut;2.97;127.54
"#gempa mag:5.5, 02-jan-2023 01:24:34wib, lok:2.58ls, 140.67bt (85 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;keerom;papua;-2.58;140.67
"#gempa mag:3.4, 02-jan-2023 00:17:25wib, lok:0.99lu, 121.72bt (40 km timurlaut buol-sulteng), kedlmn:15 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-02;buol;sulteng;0.99;121.72
#gempa (update) mag:3.8, 01-jan-23 22:55:07 wib, lok:2.07 lu, 98.91 bt (pusat gempa berada di darat 8 km barat laut tapanuli utara), kedlmn:5 km dirasakan (mmi) iii tarutung, iii sipahutar #bmkg;2022-01-01;tapanuliutara;;2.07;98.91
#gempa dirasakan magnitudo: 3.8, kedalaman: 5 km, 01 jan 2023 22:55:07 wib, koordinat: 2.07 lu-98.91 bt (pusat gempa berada di darat 8 km barat laut tapanuli utara) #bmkg;2022-01-01;tapanuliutara;;2.07;98.91
